video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,channelId,publishDayName,numeric_duration,publish_day_name,LikeRatio,CommentRatio
ipghvx7C-zU,Arthur Ray,MBAPPE JR DANS LES NEWGENS ET 1/8 DE LDC RETOUR ! - Épisode 190 | Football Manager 2023 Zéro à Héros,"LIEN SOCIO : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

Achetez vos jeux via ce lien pour me soutenir : https://bit.ly/acheterFM23

Lien du skin : https://www.mediafire.com/file/gxhxvxeyolt2x1o/JayJouze_v1.3.1.fmf/file

Le début de la carrière Zéro à Héros ! On part sans emploi en quête de la Ligue des Champions ! On part à la Recherche de notre club dans ce premier épisode ! 

🎁 Devenir SOCIO et soutenir la  chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/FBHmpQv

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #gaming #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2023-05-18 09:00:34-07,9922.0,638.0,,39.0,PT45M7S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,2707.0,Thursday,64.30155210643015,3.930659141302157
hO0d1EUmNfQ,Arthur Ray,ANNONCE IMPORTANTE POUR LE ZÉRO A HÉROS !,"Lien : https://www.twitch.tv/arthurrayyt
💜https://www.twitch.tv/arthurrayyt💜
💜https://www.twitch.tv/arthurrayyt💜

Achetez vos jeux via ce lien pour me soutenir : https://bit.ly/acheterFM23

Lien du skin : https://www.mediafire.com/file/gxhxvxeyolt2x1o/JayJouze_v1.3.1.fmf/file

Le début de la carrière Zéro à Héros ! On part sans emploi en quête de la Ligue des Champions ! On part à la Recherche de notre club dans ce premier épisode ! 

🎁 Devenir SOCIO et soutenir la  chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/FBHmpQv

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #gaming #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2023-07-25 09:01:02-07,6943.0,411.0,,29.0,PT5M30S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,330.0,Tuesday,59.19631283306928,4.176868788708052
AAaHoa3hH4A,Arthur Ray,UN MATCH ACHETÉ ?? - Épisode 137 | Football Manager 2023 Zéro à Héros OM,"LIEN SOCIO : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

Lien date : https://postlmg.cc/zbxk9Hqt

Achetez vos jeux via ce lien pour me soutenir : https://bit.ly/acheterFM23

Lien du skin : https://www.mediafire.com/file/gxhxvxeyolt2x1o/JayJouze_v1.3.1.fmf/file

Le début de la carrière Zéro à Héros ! On part sans emploi en quête de la Ligue des Champions ! On part à la Recherche de notre club dans ce premier épisode ! 

🎁 Devenir SOCIO et soutenir la  chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/FBHmpQv

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #gaming #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2023-03-26 09:00:09-07,11835.0,798.0,,41.0,PT38M20S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,2300.0,Sunday,67.42712294043092,3.4643008027038444
qLxYhrv3pY0,Arthur Ray,LA RECRUE FOLLE ET LES BLESSURES TERRIBLES - Épisode 62 | Football Manager 2023 Zéro à Héros !,"LIEN POUR AVOIR FM23 : https://bit.ly/acheterFM23

Lien du skin : https://www.mediafire.com/file/j2367i07ifht0yh/JayJouze_v1.3.fmf/file

Le début de la carrière Zéro à Héros ! On part sans emploi en quête de la Ligue des Champions ! On part à la Recherche de notre club dans ce premier épisode ! 

🎁 Devenir SOCIO de la chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/sFjjCTssJ8

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #gaming #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2023-01-09 09:00:34-08,14439.0,849.0,,52.0,PT32M59S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1979.0,Monday,58.79908580926657,3.6013574347253967
0OJ1VGyygTk,Arthur Ray,"JE TE PARTAGE MA TACTIQUE, MON SKIN ET MON AFFICHAGE DU ZÉRO A HÉROS SUR FOOTBALL MANAGER","LIEN SOCIO : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join


La Tactique Sapinette : https://www.mediafire.com/file/1fjpjrr56qd74dl/La_Sapinette.fmf/file

Lien du skin : https://www.mediafire.com/file/gxhxvxeyolt2x1o/JayJouze_v1.3.1.fmf/file

Stade : https://www.fmeurope.net/stade-football-manager/

Onglet Effectif : https://www.mediafire.com/file/awnmm69cg81wl69/Onglet_Effectif.fmf/file


🎁 Devenir SOCIO et soutenir la  chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/FBHmpQv

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #skin #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2023-04-24 02:05:42-07,19242.0,654.0,,56.0,PT6M33S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,393.0,Monday,33.9881509198628,2.910300384575408
6gISmdzj-Sc,Arthur Ray,LA FIN DE SAISON - Épisode 224 | Football Manager 2023 Zéro à Héros,"LIEN SOCIO : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

Achetez vos jeux via ce lien pour me soutenir : https://bit.ly/acheterFM23

Lien du skin : https://www.mediafire.com/file/gxhxvxeyolt2x1o/JayJouze_v1.3.1.fmf/file

Le début de la carrière Zéro à Héros ! On part sans emploi en quête de la Ligue des Champions ! On part à la Recherche de notre club dans ce premier épisode ! 

🎁 Devenir SOCIO et soutenir la  chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/FBHmpQv

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #gaming #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2023-06-24 09:00:05-07,6748.0,496.0,,35.0,PT28M46S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1726.0,Saturday,73.50326022525194,5.186721991701245
bUkfaEGsb-s,Arthur Ray,L'HEURE DE LA BROCANTE ET UN MINOT DE RETOUR ? - Épisode 199 | Football Manager 2023 Zéro à Héros,"LIEN SOCIO : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

Achetez vos jeux via ce lien pour me soutenir : https://bit.ly/acheterFM23

Lien du skin : https://www.mediafire.com/file/gxhxvxeyolt2x1o/JayJouze_v1.3.1.fmf/file

Le début de la carrière Zéro à Héros ! On part sans emploi en quête de la Ligue des Champions ! On part à la Recherche de notre club dans ce premier épisode ! 

🎁 Devenir SOCIO et soutenir la  chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/FBHmpQv

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #gaming #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2023-05-28 09:00:23-07,9170.0,693.0,,59.0,PT49M57S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,2997.0,Sunday,75.57251908396947,6.434023991275899
rn9DqBCfM8k,Arthur Ray,UN MERCATO DANTESQUE À MARSEILLE !! - Épisode 133 | Football Manager 2023 Zéro à Héros OM,"LIEN SOCIO : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

Lien date : https://postlmg.cc/zbxk9Hqt

Achetez vos jeux via ce lien pour me soutenir : https://bit.ly/acheterFM23

Lien du skin : https://www.mediafire.com/file/gxhxvxeyolt2x1o/JayJouze_v1.3.1.fmf/file

Le début de la carrière Zéro à Héros ! On part sans emploi en quête de la Ligue des Champions ! On part à la Recherche de notre club dans ce premier épisode ! 

🎁 Devenir SOCIO et soutenir la  chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/FBHmpQv

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #gaming #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2023-03-22 10:00:29-07,15441.0,845.0,,64.0,PT36M32S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,2192.0,Wednesday,54.72443494592319,4.1448092740107505
od0E1D3Nacc,Arthur Ray,JE DEVIENS DIRECTEUR SPORTIF SUR FOOTBALL MANAGER 2023 | EP 1 | Carrière Directeur sportif FM23,"LIEN SOCIO : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

Achetez vos jeux via ce lien pour me soutenir : https://bit.ly/acheterFM23

Lien du skin : https://www.mediafire.com/file/gxhxvxeyolt2x1o/JayJouze_v1.3.1.fmf/file

Le début de la carrière Zéro à Héros ! On part sans emploi en quête de la Ligue des Champions ! On part à la Recherche de notre club dans ce premier épisode ! 

🎁 Devenir SOCIO et soutenir la  chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/FBHmpQv

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #gaming #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2023-09-06 09:00:39-07,43392.0,1564.0,,124.0,PT27M10S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1630.0,Wednesday,36.043510324483776,2.857669616519174
OAqNj2bZ9GY,Arthur Ray,1/8 DE FINALE ALLER DE LIGUE DES CHAMPIONS  !! - Épisode 245 | Football Manager 2023 Zéro à Héros,"LIEN SOCIO : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

Achetez vos jeux via ce lien pour me soutenir : https://bit.ly/acheterFM23

Lien du skin : https://www.mediafire.com/file/gxhxvxeyolt2x1o/JayJouze_v1.3.1.fmf/file

Le début de la carrière Zéro à Héros ! On part sans emploi en quête de la Ligue des Champions ! On part à la Recherche de notre club dans ce premier épisode ! 

🎁 Devenir SOCIO et soutenir la  chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/FBHmpQv

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #gaming #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2023-07-17 09:00:18-07,5564.0,459.0,,55.0,PT35M,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,2100.0,Monday,82.49460819554277,9.884974838245867
mBRY64HrAsM,Arthur Ray,LA DEMANDE AUX DIRIGEANTS ET UNE BLESSURE  !  - Épisode 22 | Football Manager 2023 Zéro à Héros !,"LIEN POUR FM23 : https://bit.ly/acheterFM23

Le début de la carrière Zéro à Héros ! On part sans emploi en quête de la Ligue des Champions ! On part à la Recherche de notre club dans ce premier épisode ! 

🎁 Devenir SOCIO de la chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/sFjjCTssJ8

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #gaming #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2022-11-30 09:00:23-08,17744.0,894.0,,59.0,PT28M23S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1703.0,Wednesday,50.383228133453564,3.3250676284941387
mEs_7pigtQs,Arthur Ray,SPÉCIAL 1/4 DE FINALE D'EUROPA LEAGUE !!!! ! - Épisode 104 | Football Manager 2023 Zéro à Héros,"LIEN SOCIO : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

Achetez vos jeux via ce lien pour me soutenir : https://bit.ly/acheterFM23

Lien du skin : https://www.mediafire.com/file/gxhxvxeyolt2x1o/JayJouze_v1.3.1.fmf/file

Le début de la carrière Zéro à Héros ! On part sans emploi en quête de la Ligue des Champions ! On part à la Recherche de notre club dans ce premier épisode ! 

🎁 Devenir SOCIO et soutenir la  chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/FBHmpQv

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #gaming #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2023-02-20 09:00:35-08,11524.0,828.0,,56.0,PT33M57S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,2037.0,Monday,71.85005206525511,4.859423811176675
cBMCOhZ5tz8,Arthur Ray,LA FINALE DE LIGUE DES CHAMPIONS !! - Épisode 254 | Football Manager 2023 Zéro à Héros,"LIEN SOCIO : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

Achetez vos jeux via ce lien pour me soutenir : https://bit.ly/acheterFM23

Lien du skin : https://www.mediafire.com/file/gxhxvxeyolt2x1o/JayJouze_v1.3.1.fmf/file

Le début de la carrière Zéro à Héros ! On part sans emploi en quête de la Ligue des Champions ! On part à la Recherche de notre club dans ce premier épisode ! 

🎁 Devenir SOCIO et soutenir la  chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/FBHmpQv

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #gaming #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2023-07-26 09:00:36-07,8469.0,482.0,,94.0,PT1H31M44S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,5504.0,Wednesday,56.91344904947456,11.099303341598771
4n050BL17qE,Arthur Ray,FIN DE SAISON : EUROPE OU PAS ? ET UNE RECRUE CORÉENNE ! | EP 10 | Carrière Directeur sportif FM23,"LIEN SOCIO : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

Achetez vos jeux via ce lien pour me soutenir : https://bit.ly/acheterFM23

Lien du skin : https://www.mediafire.com/file/gxhxvxeyolt2x1o/JayJouze_v1.3.1.fmf/file

Le début de la carrière Zéro à Héros ! On part sans emploi en quête de la Ligue des Champions ! On part à la Recherche de notre club dans ce premier épisode ! 

🎁 Devenir SOCIO et soutenir la  chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/FBHmpQv

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #gaming #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2023-09-16 09:00:03-07,11547.0,685.0,,44.0,PT42M10S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,2530.0,Saturday,59.32276781848099,3.8105135533038887
3mzZWrbufsc,Arthur Ray,LA PLUS GROSSE BOULETTE DEPUIS QUE JE JOUE - Épisode 83 | Football Manager 2023 Zéro à Héros !,"LIEN SOCIO : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

Achetez vos jeux via ce lien pour me soutenir : https://bit.ly/acheterFM23

Lien du skin : https://www.mediafire.com/file/gxhxvxeyolt2x1o/JayJouze_v1.3.1.fmf/file

Le début de la carrière Zéro à Héros ! On part sans emploi en quête de la Ligue des Champions ! On part à la Recherche de notre club dans ce premier épisode ! 

🎁 Devenir SOCIO et soutenir la  chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/FBHmpQv

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #gaming #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2023-01-30 09:00:03-08,12281.0,844.0,,62.0,PT36M11S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,2171.0,Monday,68.72404527318622,5.048448823385717
-8zy59Jb-xc,Arthur Ray,LUTTER POUR LE MAINTIEN ! -  Épisode 3 | Football Manager 2023 Zéro à Héros !,"LIEN POUR FM23 : https://bit.ly/acheterFM23

Le début de la carrière Zéro à Héros ! On part sans emploi en quête de la Ligue des Champions ! On part à la Recherche de notre club dans ce premier épisode ! 

🎁 Devenir SOCIO de la chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/sFjjCTssJ8

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #gaming #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2022-11-11 09:00:00-08,50489.0,2027.0,,64.0,PT32M24S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1944.0,Friday,40.14735883063637,1.2676028441838818
Rv3v1fsj3zU,Arthur Ray,UN GROS MATCH DE LDC ET UNE ÉNORME PÉPITE - Épisode 118 | Football Manager 2023 Zéro à Héros,"LIEN SOCIO : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

Achetez vos jeux via ce lien pour me soutenir : https://bit.ly/acheterFM23

Lien du skin : https://www.mediafire.com/file/gxhxvxeyolt2x1o/JayJouze_v1.3.1.fmf/file

Le début de la carrière Zéro à Héros ! On part sans emploi en quête de la Ligue des Champions ! On part à la Recherche de notre club dans ce premier épisode ! 

🎁 Devenir SOCIO et soutenir la  chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/FBHmpQv

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #gaming #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2023-03-06 09:15:01-08,17910.0,1028.0,,76.0,PT44M11S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,2651.0,Monday,57.39810161920715,4.2434394193188165
k_FIYyq9dRo,Arthur Ray,LE VESTIAIRE VEUT NOTRE PEAU ! - Épisode 260 | Football Manager 2023 Zéro à Héros,"LIEN SOCIO : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

Achetez vos jeux via ce lien pour me soutenir : https://bit.ly/acheterFM23

Lien du skin : https://www.mediafire.com/file/gxhxvxeyolt2x1o/JayJouze_v1.3.1.fmf/file

Le début de la carrière Zéro à Héros ! On part sans emploi en quête de la Ligue des Champions ! On part à la Recherche de notre club dans ce premier épisode ! 

🎁 Devenir SOCIO et soutenir la  chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/FBHmpQv

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #gaming #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2023-08-01 09:00:40-07,6541.0,436.0,,50.0,PT25M10S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1510.0,Tuesday,66.65647454517658,7.644091117566122
93esGaUyTDo,Arthur Ray,DEMI FINALE vs PARIS SAINT GERMAIN ! - Épisode 220 | Football Manager 2023 Zéro à Héros,"LIEN SOCIO : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

Achetez vos jeux via ce lien pour me soutenir : https://bit.ly/acheterFM23

Lien du skin : https://www.mediafire.com/file/gxhxvxeyolt2x1o/JayJouze_v1.3.1.fmf/file

Le début de la carrière Zéro à Héros ! On part sans emploi en quête de la Ligue des Champions ! On part à la Recherche de notre club dans ce premier épisode ! 

🎁 Devenir SOCIO et soutenir la  chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/FBHmpQv

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #gaming #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2023-06-18 09:00:05-07,6580.0,583.0,,44.0,PT31M8S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1868.0,Sunday,88.60182370820668,6.686930091185411
gsMxG1ENJpo,Arthur Ray,1/4 DE FINALE RETOUR DE LIGUE DES CHAMPIONS  !! - Épisode 250 | Football Manager 2023 Zéro à Héros,"LIEN SOCIO : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

Achetez vos jeux via ce lien pour me soutenir : https://bit.ly/acheterFM23

Lien du skin : https://www.mediafire.com/file/gxhxvxeyolt2x1o/JayJouze_v1.3.1.fmf/file

Le début de la carrière Zéro à Héros ! On part sans emploi en quête de la Ligue des Champions ! On part à la Recherche de notre club dans ce premier épisode ! 

🎁 Devenir SOCIO et soutenir la  chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/FBHmpQv

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #gaming #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2023-07-21 09:00:30-07,5184.0,423.0,,40.0,PT36M10S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,2170.0,Friday,81.59722222222223,7.716049382716049
qiTwz332EGA,Arthur Ray,FINALE DE COUPE DE FRANCE ! - Épisode 282 | Football Manager 2023 Zéro à Héros,"LIEN SOCIO : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

Achetez vos jeux via ce lien pour me soutenir : https://bit.ly/acheterFM23

Lien du skin : https://www.mediafire.com/file/gxhxvxeyolt2x1o/JayJouze_v1.3.1.fmf/file

Le début de la carrière Zéro à Héros ! On part sans emploi en quête de la Ligue des Champions ! On part à la Recherche de notre club dans ce premier épisode ! 

🎁 Devenir SOCIO et soutenir la  chaine pour 5 euros par mois : https://www.youtube.com/channel/UCNL-PktThtkU9V9mUSA6_xw/join

 Abonne-toi : https://bit.ly/2DyIjlq

💜 Mon Twitch : https://www.twitch.tv/arthurrayyt
📸 Mon Instagram : https://www.instagram.com/xarthurray
💙 Mon Twitter : https://twitter.com/rayurart
💜 Discord : https://discord.gg/FBHmpQv

📧 Adresse mail Pro : pro.arthurray@gmail.com

#footballmanager  #gaming #fm23","[Fm23, beta, arthur, ray, ry, artur, carriere, test, arthurray, zero, héros, let's, play, ket, let, pla]",2023-08-25 09:00:45-07,4527.0,381.0,,34.0,PT21M18S,hd,false,UCNL-PktThtkU9V9mUSA6_xw,,1278.0,Friday,84.16169648774023,7.510492599955821
